1,1,1,1,1,1,1,1,1,1
13,-1,1000,36,24,78,1,-1,-1,-1
18,-1,884,286,103,132,1,-1,-1,-1
18,-1,522,102,93,79,1,-1,-1,-1
19,-1,908,737,99,127,1,-1,-1,-1
19,-1,549,488,84,84,1,-1,-1,-1
20,-1,579,800,76,89,1,-1,-1,-1
29,-1,358,222,72,60,1,-1,-1,-1
30,-1,376,574,73,65,1,-1,-1,-1
31,-1,386,923,70,48,1,-1,-1,-1
31,-1,498,96,95,108,1,-1,-1,-1
32,-1,505,532,91,94,1,-1,-1,-1
33,-1,512,909,92,63,1,-1,-1,-1
33,-1,493,140,113,125,1,-1,-1,-1
34,-1,511,462,112,124,1,-1,-1,-1
35,-1,518,777,109,105,1,-1,-1,-1
39,-1,398,214,68,60,1,-1,-1,-1
40,-1,333,313,103,75,1,-1,-1,-1
40,-1,331,419,35,49,1,-1,-1,-1
41,-1,357,839,80,50,1,-1,-1,-1
41,-1,355,747,97,83,1,-1,-1,-1
61,-1,463,181,84,112,1,-1,-1,-1
61,-1,640,116,124,126,1,-1,-1,-1
62,-1,481,671,84,104,1,-1,-1,-1
62,-1,664,652,119,137,1,-1,-1,-1
65,-1,309,66,80,95,1,-1,-1,-1
66,-1,325,472,83,94,1,-1,-1,-1
69,-1,282,333,53,82,1,-1,-1,-1
70,-1,308,640,43,94,1,-1,-1,-1
71,-1,789,4,136,134,1,-1,-1,-1
72,-1,825,460,116,145,1,-1,-1,-1
72,-1,250,82,42,51,1,-1,-1,-1
73,-1,829,895,95,78,1,-1,-1,-1
73,-1,266,435,64,101,1,-1,-1,-1
74,-1,289,825,67,69,1,-1,-1,-1
74,-1,290,750,64,69,1,-1,-1,-1
77,-1,292,199,74,79,1,-1,-1,-1
78,-1,314,571,57,53,1,-1,-1,-1
78,-1,366,665,96,51,1,-1,-1,-1
91,-1,555,244,142,114,1,-1,-1,-1
92,-1,571,629,143,121,1,-1,-1,-1
93,-1,590,957,116,67,1,-1,-1,-1
