1,1,1,1,1,1,1,1,1,1
0,-1,517,87,61,59,1,-1,-1,-1
0,-1,754,6,91,96,1,-1,-1,-1
0,-1,617,135,37,45,1,-1,-1,-1
1,-1,541,455,54,69,1,-1,-1,-1
1,-1,782,436,85,99,1,-1,-1,-1
1,-1,827,373,88,77,1,-1,-1,-1
1,-1,640,524,36,46,1,-1,-1,-1
2,-1,544,743,65,63,1,-1,-1,-1
2,-1,781,779,92,87,1,-1,-1,-1
2,-1,851,726,68,70,1,-1,-1,-1
2,-1,459,175,68,90,1,-1,-1,-1
2,-1,647,824,28,41,1,-1,-1,-1
3,-1,459,481,89,98,1,-1,-1,-1
4,-1,838,26,122,101,1,-1,-1,-1
5,-1,862,411,103,85,1,-1,-1,-1
5,-1,913,256,111,103,1,-1,-1,-1
5,-1,850,132,99,75,1,-1,-1,-1
6,-1,859,758,120,99,1,-1,-1,-1
6,-1,920,628,104,103,1,-1,-1,-1
6,-1,852,499,103,74,1,-1,-1,-1
7,-1,906,950,101,69,1,-1,-1,-1
7,-1,860,828,90,65,1,-1,-1,-1
7,-1,906,59,118,88,1,-1,-1,-1
7,-1,814,103,67,69,1,-1,-1,-1
7,-1,325,211,55,58,1,-1,-1,-1
8,-1,918,430,106,106,1,-1,-1,-1
8,-1,346,481,73,61,1,-1,-1,-1
8,-1,847,468,42,54,1,-1,-1,-1
9,-1,925,786,99,131,1,-1,-1,-1
9,-1,368,750,59,42,1,-1,-1,-1
10,-1,621,12,110,146,1,-1,-1,-1
10,-1,922,3,102,95,1,-1,-1,-1
10,-1,383,971,53,47,1,-1,-1,-1
11,-1,622,316,113,151,1,-1,-1,-1
11,-1,924,360,100,93,1,-1,-1,-1
12,-1,634,619,113,160,1,-1,-1,-1
12,-1,930,718,94,87,1,-1,-1,-1
12,-1,935,208,50,70,1,-1,-1,-1
13,-1,643,923,103,97,1,-1,-1,-1
13,-1,927,564,64,69,1,-1,-1,-1
13,-1,870,0,154,91,1,-1,-1,-1
14,-1,893,351,131,140,1,-1,-1,-1
14,-1,922,936,64,49,1,-1,-1,-1
15,-1,892,742,132,151,1,-1,-1,-1
16,-1,780,0,155,67,1,-1,-1,-1
17,-1,818,392,124,73,1,-1,-1,-1
17,-1,670,35,100,127,1,-1,-1,-1
18,-1,830,786,111,68,1,-1,-1,-1
18,-1,693,412,84,121,1,-1,-1,-1
19,-1,699,775,84,96,1,-1,-1,-1
19,-1,680,134,56,53,1,-1,-1,-1
20,-1,678,503,75,85,1,-1,-1,-1
20,-1,361,196,87,76,1,-1,-1,-1
20,-1,359,132,97,65,1,-1,-1,-1
21,-1,685,842,88,121,1,-1,-1,-1
21,-1,386,507,91,80,1,-1,-1,-1
21,-1,377,446,102,59,1,-1,-1,-1
21,-1,395,86,82,111,1,-1,-1,-1
21,-1,504,8,70,104,1,-1,-1,-1
21,-1,363,0,69,55,1,-1,-1,-1
22,-1,414,778,84,69,1,-1,-1,-1
22,-1,411,717,93,57,1,-1,-1,-1
22,-1,424,364,72,106,1,-1,-1,-1
22,-1,527,317,64,92,1,-1,-1,-1
22,-1,393,270,56,62,1,-1,-1,-1
23,-1,443,650,75,83,1,-1,-1,-1
23,-1,527,0,72,108,1,-1,-1,-1
23,-1,440,955,83,63,1,-1,-1,-1
24,-1,524,301,84,94,1,-1,-1,-1
25,-1,542,634,71,49,1,-1,-1,-1
29,-1,355,46,44,73,1,-1,-1,-1
30,-1,372,340,39,66,1,-1,-1,-1
31,-1,375,587,46,84,1,-1,-1,-1
31,-1,801,164,88,98,1,-1,-1,-1
32,-1,395,824,47,66,1,-1,-1,-1
32,-1,813,500,91,97,1,-1,-1,-1
32,-1,802,0,89,51,1,-1,-1,-1
33,-1,836,839,74,75,1,-1,-1,-1
33,-1,828,302,96,98,1,-1,-1,-1
34,-1,838,647,95,90,1,-1,-1,-1
35,-1,852,953,83,70,1,-1,-1,-1
36,-1,939,239,85,142,1,-1,-1,-1
37,-1,951,589,73,145,1,-1,-1,-1
38,-1,920,916,108,105,1,-1,-1,-1
38,-1,846,137,63,118,1,-1,-1,-1
39,-1,844,506,71,112,1,-1,-1,-1
40,-1,872,836,52,87,1,-1,-1,-1
40,-1,814,222,44,75,1,-1,-1,-1
41,-1,819,552,39,105,1,-1,-1,-1
42,-1,813,847,69,67,1,-1,-1,-1
42,-1,810,909,145,74,1,-1,-1,-1
44,-1,863,192,111,102,1,-1,-1,-1
45,-1,874,522,101,114,1,-1,-1,-1
45,-1,906,263,103,100,1,-1,-1,-1
46,-1,879,831,104,115,1,-1,-1,-1
46,-1,911,588,113,106,1,-1,-1,-1
47,-1,915,861,107,108,1,-1,-1,-1
52,-1,626,84,128,119,1,-1,-1,-1
53,-1,631,343,139,132,1,-1,-1,-1
53,-1,770,312,82,57,1,-1,-1,-1
54,-1,647,572,148,136,1,-1,-1,-1
55,-1,657,805,125,131,1,-1,-1,-1
55,-1,700,53,106,127,1,-1,-1,-1
55,-1,797,824,54,47,1,-1,-1,-1
56,-1,704,266,113,128,1,-1,-1,-1
57,-1,695,474,92,111,1,-1,-1,-1
58,-1,703,672,76,109,1,-1,-1,-1
58,-1,586,0,93,165,1,-1,-1,-1
59,-1,719,878,84,76,1,-1,-1,-1
59,-1,579,196,112,144,1,-1,-1,-1
60,-1,635,486,66,102,1,-1,-1,-1
60,-1,580,29,49,83,1,-1,-1,-1
61,-1,643,695,66,114,1,-1,-1,-1
61,-1,606,288,63,126,1,-1,-1,-1
62,-1,630,507,84,124,1,-1,-1,-1
62,-1,346,103,102,89,1,-1,-1,-1
63,-1,654,748,117,153,1,-1,-1,-1
63,-1,364,318,67,67,1,-1,-1,-1
64,-1,390,525,54,44,1,-1,-1,-1
64,-1,646,91,40,39,1,-1,-1,-1
64,-1,447,10,80,63,1,-1,-1,-1
64,-1,695,955,64,69,1,-1,-1,-1
65,-1,658,327,46,49,1,-1,-1,-1
65,-1,444,178,97,103,1,-1,-1,-1
66,-1,663,576,52,50,1,-1,-1,-1
66,-1,466,408,75,115,1,-1,-1,-1
67,-1,483,654,69,85,1,-1,-1,-1
67,-1,679,831,45,53,1,-1,-1,-1
69,-1,956,230,59,46,1,-1,-1,-1
70,-1,966,554,51,39,1,-1,-1,-1
71,-1,938,845,71,52,1,-1,-1,-1
71,-1,905,659,76,44,1,-1,-1,-1
72,-1,843,7,62,104,1,-1,-1,-1
72,-1,892,903,82,59,1,-1,-1,-1
73,-1,838,263,77,118,1,-1,-1,-1
73,-1,798,178,52,105,1,-1,-1,-1
74,-1,856,580,79,100,1,-1,-1,-1
74,-1,815,502,45,73,1,-1,-1,-1
75,-1,869,786,78,109,1,-1,-1,-1
75,-1,832,710,47,66,1,-1,-1,-1
76,-1,595,3,81,118,1,-1,-1,-1
77,-1,608,249,81,108,1,-1,-1,-1
77,-1,628,106,110,134,1,-1,-1,-1
78,-1,625,497,78,95,1,-1,-1,-1
78,-1,646,350,109,148,1,-1,-1,-1
78,-1,750,164,144,122,1,-1,-1,-1
79,-1,638,720,79,110,1,-1,-1,-1
79,-1,671,588,93,138,1,-1,-1,-1
79,-1,769,433,129,96,1,-1,-1,-1
80,-1,658,938,62,81,1,-1,-1,-1
80,-1,680,829,95,118,1,-1,-1,-1
80,-1,780,686,135,115,1,-1,-1,-1
81,-1,694,0,83,88,1,-1,-1,-1
81,-1,798,951,112,73,1,-1,-1,-1
82,-1,707,288,77,71,1,-1,-1,-1
83,-1,719,555,81,82,1,-1,-1,-1
83,-1,362,404,51,57,1,-1,-1,-1
84,-1,719,827,81,82,1,-1,-1,-1
84,-1,369,621,79,73,1,-1,-1,-1
85,-1,383,816,82,70,1,-1,-1,-1
86,-1,799,86,82,86,1,-1,-1,-1
87,-1,805,380,81,83,1,-1,-1,-1
87,-1,945,46,79,86,1,-1,-1,-1
88,-1,805,673,89,77,1,-1,-1,-1
88,-1,947,367,77,86,1,-1,-1,-1
88,-1,814,226,103,66,1,-1,-1,-1
88,-1,362,121,55,84,1,-1,-1,-1
89,-1,813,924,85,73,1,-1,-1,-1
89,-1,965,667,59,85,1,-1,-1,-1
89,-1,830,500,106,82,1,-1,-1,-1
89,-1,380,351,70,74,1,-1,-1,-1
90,-1,845,778,100,79,1,-1,-1,-1
90,-1,395,579,61,80,1,-1,-1,-1
90,-1,307,772,78,93,1,-1,-1,-1
90,-1,976,956,50,60,1,-1,-1,-1
91,-1,411,806,57,71,1,-1,-1,-1
91,-1,292,12,59,60,1,-1,-1,-1
91,-1,585,109,60,91,1,-1,-1,-1
91,-1,780,0,102,41,1,-1,-1,-1
91,-1,328,983,62,41,1,-1,-1,-1
92,-1,302,257,52,47,1,-1,-1,-1
92,-1,398,227,67,95,1,-1,-1,-1
92,-1,584,391,71,107,1,-1,-1,-1
92,-1,792,249,100,105,1,-1,-1,-1
92,-1,863,205,105,88,1,-1,-1,-1
92,-1,905,120,116,88,1,-1,-1,-1
93,-1,316,443,72,61,1,-1,-1,-1
93,-1,419,477,72,86,1,-1,-1,-1
93,-1,609,629,63,82,1,-1,-1,-1
93,-1,802,507,108,115,1,-1,-1,-1
93,-1,885,481,101,88,1,-1,-1,-1
93,-1,924,400,100,83,1,-1,-1,-1
93,-1,295,31,47,43,1,-1,-1,-1
94,-1,339,663,62,52,1,-1,-1,-1
94,-1,429,746,80,83,1,-1,-1,-1
94,-1,821,780,95,128,1,-1,-1,-1
94,-1,897,775,90,81,1,-1,-1,-1
94,-1,941,697,83,88,1,-1,-1,-1
94,-1,786,120,137,128,1,-1,-1,-1
94,-1,309,248,80,59,1,-1,-1,-1
95,-1,355,861,75,70,1,-1,-1,-1
