2,flower,1,970,125,54,70
3,flower,2,733,284,90,81
4,flower,2,743,689,86,66
4,flower,3,471,270,61,53
4,flower,4,574,136,64,77
5,flower,3,495,651,63,48
5,flower,4,596,546,66,77
6,flower,3,496,923,66,49
6,flower,4,598,863,66,64
12,flower,5,529,485,67,82
12,flower,6,536,414,69,56
13,flower,7,687,280,67,79
13,flower,8,742,315,67,80
14,flower,7,706,796,68,77
14,flower,8,766,808,57,72
15,flower,37,556,399,51,63
16,flower,37,578,809,55,91
17,flower,9,830,1,60,102
18,flower,9,841,436,75,113
19,flower,9,866,888,68,78
19,flower,10,830,611,60,61
19,flower,11,902,212,71,86
20,flower,11,916,611,56,84
20,flower,10,847,986,54,38
20,flower,38,304,179,47,50
21,flower,38,335,470,37,57
24,flower,12,602,4,69,83
24,flower,13,255,1,63,19
25,flower,12,631,417,57,74
25,flower,13,268,307,65,81
26,flower,12,649,830,65,78
26,flower,13,300,701,73,73
27,flower,14,334,117,56,69
28,flower,14,350,440,58,64
28,flower,15,801,319,47,76
29,flower,14,375,728,51,64
29,flower,15,807,680,55,82
38,flower,16,461,122,55,63
39,flower,16,460,629,52,75
40,flower,17,438,286,65,80
41,flower,17,459,788,61,75
42,flower,18,589,563,70,68
42,flower,19,347,158,61,70
43,flower,19,382,658,52,58
48,flower,20,320,203,25,50
49,flower,20,353,648,43,62
50,flower,21,422,139,48,56
51,flower,21,447,556,53,50
52,flower,21,483,969,48,44
58,flower,39,507,501,51,56
59,flower,39,524,890,55,72
60,flower,22,347,72,48,61
61,flower,22,371,568,46,59
64,flower,23,779,251,50,78
65,flower,23,806,808,54,69
67,flower,24,592,323,72,93
67,flower,25,740,281,82,88
67,flower,26,483,0,89,63
68,flower,24,609,800,86,84
68,flower,25,764,752,70,91
68,flower,26,515,472,84,92
69,flower,27,475,81,54,72
70,flower,27,501,443,56,71
70,flower,28,345,231,40,57
71,flower,28,368,597,35,52
72,flower,28,392,929,42,54
73,flower,40,482,409,56,55
74,flower,40,496,783,60,58
75,flower,29,221,73,47,75
76,flower,29,247,479,49,73
77,flower,29,285,850,42,54
78,flower,30,324,322,44,73
79,flower,30,351,708,40,58
80,flower,41,624,296,60,70
81,flower,31,662,187,77,87
81,flower,41,660,677,47,44
82,flower,31,693,566,74,87
83,flower,32,778,337,71,103
83,flower,33,770,68,61,64
83,flower,31,724,979,53,45
84,flower,32,800,791,67,94
84,flower,33,801,531,58,69
84,flower,42,392,273,52,64
85,flower,33,812,970,57,54
85,flower,42,415,661,55,57
86,flower,34,665,83,62,61
87,flower,34,689,463,61,58
88,flower,34,707,803,68,73
89,flower,35,465,652,59,57
89,flower,36,379,651,38,46
90,flower,35,502,923,60,43
90,flower,36,408,901,48,54
99,flower,45,231,125,50,73
99,flower,43,286,62,53,66
99,flower,44,247,14,56,46
