0,flower,3,558,1,35,45
0,flower,4,601,96,47,49
1,flower,1,700,1,95,83
1,flower,2,593,263,43,67
1,flower,4,632,422,52,52
1,flower,3,609,393,32,52
1,flower,5,844,212,75,55
2,flower,1,711,454,84,84
2,flower,2,588,640,44,59
2,flower,3,607,751,39,46
2,flower,4,636,796,59,65
2,flower,5,851,614,68,65
3,flower,1,724,822,85,61
3,flower,5,849,922,76,74
3,flower,6,572,541,48,56
3,flower,7,744,380,52,46
4,flower,6,576,801,49,70
5,flower,8,594,65,49,47
6,flower,8,595,304,46,42
7,flower,8,606,526,54,67
8,flower,9,797,28,45,103
8,flower,10,393,89,45,94
8,flower,8,592,839,67,61
9,flower,9,808,310,53,111
9,flower,10,408,290,36,85
10,flower,9,793,649,70,102
10,flower,10,419,549,42,86
10,flower,11,709,152,88,100
10,flower,12,886,152,114,105
10,flower,13,821,35,79,74
11,flower,11,726,584,97,87
11,flower,12,899,595,111,102
11,flower,13,839,495,73,52
15,flower,14,835,281,64,90
15,flower,15,785,250,65,71
15,flower,16,743,140,32,41
15,flower,17,780,144,40,50
15,flower,18,840,177,59,63
15,flower,19,957,250,56,83
16,flower,14,856,712,62,90
16,flower,15,811,679,64,72
16,flower,16,769,572,53,63
16,flower,17,860,580,43,61
16,flower,18,893,610,44,64
16,flower,19,971,688,53,74
17,flower,16,774,983,59,41
17,flower,17,773,934,88,50
17,flower,20,648,296,53,64
18,flower,20,662,705,51,53
19,flower,21,539,378,41,43
20,flower,21,542,746,61,68
23,flower,22,752,438,76,75
23,flower,23,940,198,77,91
23,flower,24,753,152,68,54
24,flower,22,770,829,72,64
24,flower,24,766,535,72,84
25,flower,24,781,900,69,77
25,flower,25,497,215,53,52
25,flower,26,569,214,43,69
25,flower,27,699,110,86,67
25,flower,28,803,120,75,91
25,flower,31,760,228,42,72
26,flower,25,511,530,60,59
26,flower,26,594,560,47,74
26,flower,27,723,467,88,65
26,flower,28,824,500,63,88
26,flower,29,552,645,39,42
26,flower,30,683,524,59,60
26,flower,31,759,601,46,66
27,flower,25,531,804,61,68
27,flower,26,614,851,54,74
27,flower,27,739,768,80,71
27,flower,28,834,816,67,92
27,flower,29,575,933,43,46
27,flower,30,683,824,70,77
27,flower,31,754,904,64,66
29,flower,32,671,653,71,70
29,flower,33,786,19,63,62
30,flower,32,678,919,73,73
30,flower,33,803,343,59,67
31,flower,33,816,647,56,68
32,flower,33,827,914,55,71
33,flower,34,362,264,36,54
34,flower,34,388,512,42,51
34,flower,35,339,162,53,78
35,flower,34,409,782,42,54
35,flower,35,366,464,47,83
35,flower,36,721,224,90,94
35,flower,37,879,285,84,122
35,flower,38,549,0,63,60
36,flower,36,738,637,83,97
36,flower,37,880,715,80,75
37,flower,39,721,225,92,64
37,flower,40,618,88,58,79
37,flower,41,669,351,56,49
38,flower,39,737,565,91,76
38,flower,40,637,415,55,83
38,flower,41,685,705,57,68
38,flower,42,655,24,76,87
39,flower,39,741,901,91,76
39,flower,40,644,741,51,79
39,flower,42,677,369,65,73
40,flower,42,690,669,68,68
40,flower,43,494,30,68,96
41,flower,43,507,376,63,73
41,flower,42,693,974,73,50
42,flower,43,530,671,61,72
42,flower,44,535,52,77,75
43,flower,44,535,919,66,70
43,flower,45,703,75,60,57
43,flower,44,521,234,60,54
44,flower,45,715,438,61,62
44,flower,46,309,55,43,45
45,flower,45,714,649,65,54
45,flower,46,330,185,38,49
46,flower,45,717,871,57,54
46,flower,46,342,381,33,42
47,flower,46,356,717,38,51
48,flower,47,812,354,64,67
48,flower,48,726,303,58,56
48,flower,49,650,249,70,54
49,flower,47,817,789,59,73
49,flower,48,724,714,65,76
49,flower,49,660,644,68,59
50,flower,50,724,224,86,75
50,flower,80,751,310,77,68
51,flower,50,741,633,92,67
51,flower,80,766,702,80,59
52,flower,51,687,81,47,63
53,flower,52,548,106,50,49
54,flower,52,558,481,58,69
54,flower,53,647,97,88,92
55,flower,53,675,554,81,73
55,flower,54,765,242,62,86
56,flower,54,776,652,71,86
57,flower,55,706,159,85,73
58,flower,55,724,611,76,84
59,flower,55,739,1000,69,24
60,flower,56,409,122,39,71
61,flower,56,437,508,41,78
62,flower,56,465,873,36,77
62,flower,57,707,259,90,105
62,flower,58,571,262,48,72
63,flower,57,728,695,82,91
63,flower,58,588,665,48,58
63,flower,59,427,238,72,85
64,flower,59,444,588,79,92
65,flower,59,460,882,76,85
69,flower,60,546,368,73,81
69,flower,61,690,116,62,74
69,flower,81,494,342,59,49
70,flower,60,553,745,71,71
70,flower,61,690,531,67,63
70,flower,81,505,731,53,43
76,flower,62,666,332,73,78
76,flower,63,648,235,45,62
77,flower,62,686,732,70,77
77,flower,63,656,626,57,74
78,flower,63,662,989,51,35
78,flower,64,644,147,43,39
79,flower,65,583,694,64,52
79,flower,64,664,568,59,75
80,flower,64,668,945,61,63
81,flower,66,509,111,43,43
82,flower,66,513,502,59,77
83,flower,67,683,214,81,82
83,flower,68,850,292,50,59
84,flower,67,705,681,69,76
84,flower,68,860,732,62,68
84,flower,70,677,29,56,60
84,flower,69,797,55,67,88
85,flower,69,826,521,57,84
85,flower,70,702,457,57,62
86,flower,69,836,943,55,73
88,flower,71,527,337,69,76
88,flower,72,488,345,46,67
89,flower,71,521,782,75,60
89,flower,72,485,746,58,58
91,flower,73,640,58,73,81
92,flower,73,662,445,72,87
93,flower,73,665,823,79,92
94,flower,74,552,252,47,60
94,flower,75,608,235,49,61
95,flower,74,569,629,43,58
95,flower,75,624,631,44,62
96,flower,74,584,979,47,45
96,flower,75,636,1001,43,23
97,flower,76,400,300,64,64
98,flower,76,422,691,65,56
