0,flower,1,474,568,63,62
0,flower,2,803,661,64,62
3,flower,3,586,421,38,42
3,flower,4,664,475,56,41
4,flower,3,611,957,41,46
4,flower,5,706,449,65,67
4,flower,6,687,359,44,47
5,flower,6,714,982,50,42
5,flower,7,747,736,63,77
5,flower,48,699,407,89,78
6,flower,8,620,532,48,58
10,flower,9,806,85,79,91
11,flower,9,831,751,71,76
11,flower,10,481,55,47,54
11,flower,11,612,32,50,64
12,flower,10,508,678,60,45
12,flower,11,633,620,54,58
16,flower,12,479,361,55,57
16,flower,13,680,3,45,44
17,flower,12,509,875,51,64
17,flower,13,710,597,45,46
17,flower,14,550,259,63,64
17,flower,15,588,148,81,98
17,flower,16,837,361,39,44
17,flower,17,888,315,83,76
17,flower,18,940,234,33,38
18,flower,14,585,800,59,59
18,flower,15,627,746,75,84
18,flower,16,860,923,43,39
18,flower,17,929,884,67,67
18,flower,18,953,782,41,37
20,flower,19,555,224,28,34
21,flower,19,574,689,40,44
21,flower,20,574,110,42,87
21,flower,21,833,31,94,110
22,flower,20,597,647,60,80
22,flower,21,856,661,85,79
23,flower,22,681,388,56,62
24,flower,22,690,832,54,57
24,flower,23,676,155,78,79
24,flower,49,559,157,83,95
25,flower,23,710,731,65,64
25,flower,24,788,84,59,49
26,flower,24,792,634,65,62
28,flower,25,855,488,89,77
30,flower,26,542,140,53,63
31,flower,26,558,655,45,63
42,flower,27,846,1,75,38
43,flower,27,870,406,81,88
43,flower,28,713,296,47,42
44,flower,27,874,882,66,73
44,flower,28,715,715,49,39
44,flower,29,668,122,70,75
45,flower,29,696,570,65,69
46,flower,29,721,969,56,55
53,flower,30,559,150,64,60
54,flower,30,584,602,61,72
55,flower,31,631,375,60,72
56,flower,31,646,791,48,69
59,flower,32,774,283,30,37
60,flower,32,763,737,50,55
60,flower,33,555,22,80,95
61,flower,33,589,520,65,82
65,flower,34,722,4,67,53
66,flower,34,736,481,67,59
67,flower,34,749,876,55,54
71,flower,35,929,7,45,43
72,flower,35,937,476,56,63
73,flower,35,951,836,46,61
78,flower,36,632,142,44,64
78,flower,37,782,11,96,92
79,flower,36,660,539,43,61
79,flower,37,818,460,78,80
79,flower,38,856,367,70,83
80,flower,36,677,941,48,54
80,flower,37,842,888,75,78
80,flower,38,880,795,62,84
84,flower,39,861,43,67,62
84,flower,40,825,4,89,26
85,flower,39,877,381,66,62
85,flower,40,857,322,70,61
86,flower,39,889,735,73,51
86,flower,40,882,686,59,46
89,flower,41,760,14,66,74
90,flower,41,775,350,63,79
91,flower,41,770,708,68,81
92,flower,42,872,264,63,58
92,flower,43,453,126,50,67
92,flower,44,923,224,49,44
93,flower,42,875,617,64,65
93,flower,43,475,455,50,66
93,flower,44,926,579,59,57
94,flower,42,865,983,59,39
94,flower,44,920,963,51,52
94,flower,43,490,805,50,64
95,flower,45,590,182,58,46
95,flower,46,440,76,45,46
95,flower,48,474,303,33,37
96,flower,45,601,468,61,42
96,flower,46,463,335,44,42
96,flower,47,403,73,45,53
96,flower,48,485,564,35,45
97,flower,45,615,779,52,43
97,flower,48,486,851,45,48
97,flower,46,464,630,57,41
97,flower,47,418,408,40,49
98,flower,46,482,886,51,47
98,flower,47,433,719,39,48
