0,flower,1,560,166,38,59
1,flower,1,544,448,35,65
2,flower,1,531,725,33,56
3,flower,1,518,926,37,52
4,flower,2,363,14,77,52
5,flower,2,344,291,66,50
5,flower,3,222,188,88,79
6,flower,2,317,591,84,52
6,flower,3,199,501,87,77
7,flower,2,285,842,83,65
7,flower,3,175,761,88,73
7,flower,6,300,85,69,69
8,flower,6,276,355,80,62
9,flower,6,276,538,71,64
10,flower,6,284,746,58,55
13,flower,4,581,42,75,76
14,flower,4,573,343,53,67
15,flower,4,542,619,60,62
15,flower,5,697,213,47,53
16,flower,5,679,545,51,65
16,flower,4,520,916,64,49
17,flower,5,648,850,65,79
17,flower,7,249,216,41,57
18,flower,7,221,494,53,65
19,flower,7,194,803,65,59
38,flower,8,200,78,51,79
39,flower,8,193,301,48,93
40,flower,8,181,578,44,88
41,flower,8,171,916,38,88
44,flower,9,680,197,54,75
44,flower,10,664,116,61,67
44,flower,11,222,107,43,47
45,flower,9,664,600,57,71
45,flower,10,642,516,61,66
45,flower,11,217,471,43,53
45,flower,12,238,407,59,58
45,flower,14,537,587,51,52
46,flower,9,648,961,44,63
46,flower,10,618,896,62,62
46,flower,14,522,945,42,55
46,flower,12,225,731,64,61
46,flower,11,188,780,53,54
47,flower,18,314,140,31,55
47,flower,19,280,185,55,62
48,flower,18,295,527,29,54
48,flower,19,261,551,47,64
49,flower,15,661,259,65,84
49,flower,16,75,373,55,60
49,flower,17,506,195,45,58
49,flower,18,285,870,43,65
49,flower,19,256,887,33,55
50,flower,15,638,665,64,78
50,flower,17,473,585,50,57
50,flower,16,64,706,59,78
51,flower,20,21,2,64,54
51,flower,21,28,133,44,65
52,flower,20,0,304,32,74
52,flower,21,0,449,41,56
52,flower,22,750,227,45,82
52,flower,23,826,121,39,49
52,flower,24,66,291,37,46
53,flower,20,0,590,31,57
53,flower,21,0,691,36,87
53,flower,24,56,583,42,54
53,flower,25,734,590,50,85
53,flower,26,808,465,36,75
53,flower,27,96,285,52,62
53,flower,28,189,248,36,64
53,flower,29,208,190,51,51
54,flower,24,58,815,30,64
54,flower,25,693,881,63,77
54,flower,26,774,780,47,56
54,flower,27,85,571,50,60
54,flower,28,140,527,58,73
54,flower,29,190,451,42,62
54,flower,30,160,14,50,52
55,flower,27,74,861,52,62
55,flower,28,128,802,63,73
55,flower,29,176,717,56,65
55,flower,30,147,308,48,65
56,flower,29,171,952,43,48
56,flower,30,139,575,43,74
62,flower,31,224,400,49,56
62,flower,32,222,448,50,49
63,flower,31,200,720,48,62
63,flower,32,202,777,43,52
64,flower,33,17,223,66,62
65,flower,33,13,494,53,49
65,flower,34,742,30,60,60
66,flower,34,711,440,56,65
66,flower,33,2,799,50,60
66,flower,35,633,95,43,45
67,flower,34,679,857,57,62
67,flower,35,610,488,48,52
68,flower,36,659,195,56,85
68,flower,35,584,819,52,56
69,flower,36,636,570,58,70
69,flower,37,29,269,45,55
70,flower,37,17,555,44,47
70,flower,36,615,928,54,75
70,flower,40,1007,221,17,74
71,flower,39,241,126,65,65
71,flower,40,976,612,47,69
71,flower,38,61,263,47,61
72,flower,39,226,429,60,52
72,flower,38,35,541,60,54
72,flower,40,942,957,54,65
73,flower,38,39,770,43,47
73,flower,39,197,675,66,64
74,flower,39,204,899,55,54
74,flower,38,28,958,47,53
76,flower,41,66,72,62,71
77,flower,42,48,377,57,68
77,flower,43,103,153,49,62
77,flower,44,664,243,53,56
77,flower,45,243,187,56,91
78,flower,42,44,646,59,42
78,flower,43,79,387,64,63
78,flower,44,645,562,53,49
78,flower,45,239,449,41,77
79,flower,45,209,736,60,78
79,flower,43,71,645,50,66
80,flower,43,71,895,47,70
80,flower,45,201,992,48,32
82,flower,46,995,462,29,77
83,flower,46,961,857,52,62
83,flower,47,871,159,47,87
84,flower,47,835,556,56,68
85,flower,47,816,896,37,67
86,flower,48,857,285,42,58
86,flower,49,919,335,34,61
87,flower,50,52,609,60,59
87,flower,48,828,681,39,66
87,flower,49,888,709,38,66
88,flower,50,48,886,55,57
93,flower,51,238,236,52,75
94,flower,51,225,585,56,87
95,flower,52,307,5,72,43
96,flower,52,302,349,59,95
97,flower,52,282,733,60,104
98,flower,53,842,176,44,57
99,flower,53,835,490,39,63
99,flower,54,542,192,47,45
