3,flower,1,442,40,35,32
4,flower,2,825,231,76,82
4,flower,1,457,283,30,41
5,flower,1,471,559,32,45
5,flower,2,838,577,76,86
6,flower,1,481,814,39,49
6,flower,2,844,886,73,93
6,flower,3,413,145,26,51
7,flower,3,425,417,36,51
8,flower,3,446,663,27,49
9,flower,3,462,881,32,52
9,flower,4,384,138,53,58
9,flower,5,634,72,57,50
9,flower,6,749,220,49,41
10,flower,4,399,352,58,53
10,flower,5,645,318,62,57
10,flower,6,762,470,77,54
11,flower,4,420,564,51,66
11,flower,5,661,575,59,56
11,flower,6,775,720,65,66
12,flower,4,438,784,57,62
12,flower,5,678,824,57,59
12,flower,6,786,959,63,64
12,flower,7,560,107,82,106
13,flower,7,581,420,74,101
14,flower,7,601,687,75,104
15,flower,7,621,970,61,57
15,flower,8,994,37,30,84
16,flower,8,1002,410,22,83
17,flower,8,1004,711,20,65
17,flower,9,765,4,80,69
18,flower,9,774,260,73,91
18,flower,8,963,951,52,62
19,flower,9,775,511,64,90
19,flower,10,280,381,61,52
19,flower,11,950,270,63,95
20,flower,9,774,741,79,91
20,flower,10,291,568,66,60
20,flower,11,950,524,32,54
20,flower,12,822,142,75,92
20,flower,13,793,14,73,84
21,flower,10,305,807,64,59
21,flower,11,939,852,35,58
21,flower,12,827,492,70,101
21,flower,13,802,352,58,77
22,flower,12,837,809,60,80
22,flower,13,808,658,59,68
23,flower,13,800,940,60,55
26,flower,14,779,16,41,46
26,flower,15,741,0,41,33
27,flower,14,792,308,43,51
27,flower,15,756,263,37,66
28,flower,14,813,596,38,53
28,flower,15,781,547,29,89
29,flower,14,810,898,39,51
29,flower,15,777,851,37,81
57,flower,16,679,120,92,119
58,flower,16,695,465,77,97
59,flower,16,718,765,65,78
75,flower,17,659,255,56,76
76,flower,17,666,552,65,91
77,flower,17,673,827,58,88
79,flower,18,745,83,58,71
80,flower,18,761,357,58,61
81,flower,18,779,631,42,51
82,flower,19,502,27,98,72
82,flower,18,786,903,36,35
83,flower,19,523,331,90,72
84,flower,19,531,607,90,66
85,flower,19,548,872,96,70
85,flower,20,413,154,72,66
85,flower,21,597,58,60,59
85,flower,22,609,4,48,52
86,flower,20,425,399,85,84
86,flower,21,614,335,55,59
86,flower,22,617,294,68,48
87,flower,20,435,623,76,82
87,flower,21,642,565,56,80
88,flower,20,452,849,80,92
88,flower,21,639,844,64,76
88,flower,23,455,8,68,63
89,flower,23,473,306,65,62
90,flower,23,491,587,63,76
91,flower,23,509,898,63,76
92,flower,24,619,203,97,83
93,flower,24,632,516,98,94
94,flower,24,627,818,94,109
94,flower,25,644,146,72,84
94,flower,26,396,224,48,68
95,flower,25,650,517,81,93
95,flower,26,390,521,64,65
95,flower,27,610,271,52,67
96,flower,25,656,852,77,86
96,flower,26,406,790,70,73
96,flower,27,620,612,62,72
97,flower,27,638,937,62,69
