0,flower,40,176,151,10,16
1,flower,1,493,745,65,82
1,flower,2,542,533,74,100
2,flower,1,519,382,63,79
2,flower,2,570,165,77,94
3,flower,1,534,117,71,78
3,flower,3,473,850,68,87
4,flower,3,497,497,62,87
5,flower,4,488,567,70,62
5,flower,5,479,658,58,62
6,flower,4,532,148,69,66
6,flower,5,522,242,59,65
14,flower,27,440,676,50,49
15,person,27,474,134,67,81
16,flower,6,245,955,66,69
17,flower,6,269,500,68,70
17,flower,7,363,535,76,99
18,flower,7,404,85,54,58
20,flower,28,375,397,66,77
21,flower,29,292,536,46,43
21,flower,30,305,488,45,42
22,flower,29,319,9,70,53
26,flower,34,294,721,43,47
27,flower,34,366,81,33,42
29,flower,8,526,733,63,71
30,flower,8,584,140,60,81
30,flower,9,256,659,52,59
31,flower,9,296,137,57,41
31,flower,31,380,926,53,58
32,flower,31,361,428,65,56
34,flower,10,152,914,51,77
34,flower,11,200,935,59,75
35,flower,10,178,733,47,73
35,flower,11,194,822,57,64
36,flower,32,371,948,61,67
37,flower,32,399,385,72,57
42,flower,12,439,862,63,84
42,flower,35,215,43,53,84
43,flower,12,492,179,77,95
43,flower,13,511,917,63,72
44,flower,14,440,821,76,66
45,flower,15,496,235,82,67
47,flower,16,448,218,86,74
52,flower,17,188,516,53,77
59,flower,33,579,557,51,50
60,flower,33,633,15,53,56
63,flower,18,331,545,58,67
63,flower,19,469,697,74,67
64,flower,19,521,104,59,51
75,flower,20,286,887,63,73
78,flower,21,426,450,71,79
80,flower,22,258,934,62,68
80,flower,23,139,802,44,59
81,flower,23,161,422,45,48
82,flower,23,170,12,54,44
89,flower,24,324,743,50,60
90,flower,24,345,348,59,55
99,flower,25,88,820,56,66
99,flower,26,134,847,70,77
