0,-1,430,305,74,49,1,-1,-1,-1
1,-1,452,502,60,57,1,-1,-1,-1
2,-1,466,699,53,51,1,-1,-1,-1
3,-1,472,887,47,51,1,-1,-1,-1
6,-1,937,236,86,91,1,-1,-1,-1
6,-1,955,96,36,41,1,-1,-1,-1
6,-1,904,32,72,58,1,-1,-1,-1
7,-1,959,543,65,86,1,-1,-1,-1
7,-1,974,400,40,45,1,-1,-1,-1
7,-1,928,342,74,59,1,-1,-1,-1
7,-1,830,75,49,51,1,-1,-1,-1
7,-1,739,149,56,61,1,-1,-1,-1
7,-1,625,158,89,98,1,-1,-1,-1
7,-1,332,63,31,25,1,-1,-1,-1
8,-1,965,816,59,85,1,-1,-1,-1
8,-1,928,616,82,61,1,-1,-1,-1
8,-1,850,355,43,45,1,-1,-1,-1
8,-1,760,411,50,60,1,-1,-1,-1
8,-1,350,277,28,24,1,-1,-1,-1
9,-1,935,901,78,63,1,-1,-1,-1
9,-1,852,648,53,45,1,-1,-1,-1
9,-1,782,680,39,75,1,-1,-1,-1
9,-1,365,497,28,31,1,-1,-1,-1
10,-1,375,709,29,37,1,-1,-1,-1
11,-1,354,94,61,70,1,-1,-1,-1
11,-1,390,918,30,28,1,-1,-1,-1
12,-1,374,306,44,62,1,-1,-1,-1
13,-1,575,132,50,56,1,-1,-1,-1
15,-1,558,76,33,47,1,-1,-1,-1
15,-1,378,19,40,51,1,-1,-1,-1
16,-1,567,340,38,37,1,-1,-1,-1
16,-1,386,236,39,62,1,-1,-1,-1
16,-1,851,80,56,51,1,-1,-1,-1
16,-1,872,30,44,34,1,-1,-1,-1
16,-1,928,11,80,96,1,-1,-1,-1
17,-1,582,622,28,38,1,-1,-1,-1
17,-1,405,489,33,51,1,-1,-1,-1
17,-1,859,411,64,48,1,-1,-1,-1
17,-1,884,360,35,42,1,-1,-1,-1
17,-1,933,344,85,90,1,-1,-1,-1
17,-1,893,260,120,86,1,-1,-1,-1
18,-1,414,715,29,42,1,-1,-1,-1
18,-1,893,675,40,42,1,-1,-1,-1
18,-1,938,643,86,107,1,-1,-1,-1
18,-1,900,566,113,91,1,-1,-1,-1
19,-1,910,886,114,101,1,-1,-1,-1
19,-1,817,77,73,68,1,-1,-1,-1
20,-1,829,331,74,66,1,-1,-1,-1
20,-1,796,36,76,126,1,-1,-1,-1
20,-1,874,64,46,61,1,-1,-1,-1
20,-1,916,71,74,100,1,-1,-1,-1
20,-1,558,0,102,41,1,-1,-1,-1
21,-1,843,628,74,62,1,-1,-1,-1
21,-1,816,346,81,111,1,-1,-1,-1
21,-1,884,373,52,59,1,-1,-1,-1
21,-1,932,398,79,79,1,-1,-1,-1
21,-1,578,206,99,120,1,-1,-1,-1
21,-1,453,458,31,32,1,-1,-1,-1
22,-1,849,897,71,75,1,-1,-1,-1
22,-1,821,650,77,99,1,-1,-1,-1
22,-1,893,682,47,54,1,-1,-1,-1
22,-1,929,704,82,79,1,-1,-1,-1
22,-1,590,482,104,115,1,-1,-1,-1
22,-1,468,699,41,42,1,-1,-1,-1
23,-1,825,884,80,101,1,-1,-1,-1
23,-1,896,924,53,51,1,-1,-1,-1
23,-1,934,953,82,47,1,-1,-1,-1
23,-1,606,721,95,98,1,-1,-1,-1
23,-1,484,887,40,52,1,-1,-1,-1
24,-1,619,937,95,56,1,-1,-1,-1
24,-1,469,137,82,81,1,-1,-1,-1
24,-1,449,81,65,63,1,-1,-1,-1
25,-1,460,343,65,74,1,-1,-1,-1
25,-1,464,393,117,105,1,-1,-1,-1
26,-1,486,645,100,101,1,-1,-1,-1
26,-1,682,237,62,84,1,-1,-1,-1
26,-1,517,237,77,73,1,-1,-1,-1
27,-1,692,507,73,94,1,-1,-1,-1
27,-1,538,478,70,91,1,-1,-1,-1
28,-1,698,783,74,82,1,-1,-1,-1
28,-1,548,740,53,87,1,-1,-1,-1
31,-1,608,251,72,72,1,-1,-1,-1
31,-1,541,198,35,41,1,-1,-1,-1
31,-1,453,203,55,47,1,-1,-1,-1
32,-1,634,562,68,59,1,-1,-1,-1
32,-1,559,494,42,43,1,-1,-1,-1
32,-1,479,489,53,48,1,-1,-1,-1
33,-1,646,846,69,70,1,-1,-1,-1
33,-1,571,775,46,44,1,-1,-1,-1
33,-1,505,756,50,50,1,-1,-1,-1
34,-1,515,952,57,44,1,-1,-1,-1
35,-1,886,90,44,48,1,-1,-1,-1
36,-1,899,485,43,47,1,-1,-1,-1
36,-1,887,194,27,39,1,-1,-1,-1
36,-1,722,72,71,65,1,-1,-1,-1
36,-1,882,0,78,48,1,-1,-1,-1
36,-1,571,109,44,58,1,-1,-1,-1
36,-1,424,219,42,48,1,-1,-1,-1
37,-1,906,830,40,31,1,-1,-1,-1
37,-1,897,528,33,37,1,-1,-1,-1
37,-1,743,391,64,69,1,-1,-1,-1
37,-1,906,314,64,70,1,-1,-1,-1
37,-1,586,402,41,64,1,-1,-1,-1
37,-1,443,476,47,46,1,-1,-1,-1
37,-1,845,300,50,47,1,-1,-1,-1
38,-1,901,858,40,42,1,-1,-1,-1
38,-1,750,714,71,76,1,-1,-1,-1
38,-1,912,670,70,79,1,-1,-1,-1
38,-1,597,694,46,72,1,-1,-1,-1
38,-1,670,0,64,68,1,-1,-1,-1
38,-1,464,751,39,44,1,-1,-1,-1
38,-1,863,654,44,37,1,-1,-1,-1
39,-1,692,310,60,77,1,-1,-1,-1
39,-1,916,93,68,82,1,-1,-1,-1
39,-1,874,968,48,36,1,-1,-1,-1
39,-1,481,993,47,31,1,-1,-1,-1
39,-1,926,981,50,43,1,-1,-1,-1
40,-1,704,641,63,81,1,-1,-1,-1
40,-1,919,447,79,87,1,-1,-1,-1
40,-1,586,147,65,64,1,-1,-1,-1
40,-1,887,140,62,50,1,-1,-1,-1
41,-1,931,772,79,89,1,-1,-1,-1
41,-1,621,484,53,66,1,-1,-1,-1
41,-1,893,479,70,94,1,-1,-1,-1
42,-1,883,788,83,83,1,-1,-1,-1
42,-1,368,144,56,45,1,-1,-1,-1
42,-1,388,257,37,26,1,-1,-1,-1
43,-1,388,427,63,53,1,-1,-1,-1
43,-1,414,530,37,35,1,-1,-1,-1
44,-1,406,647,58,51,1,-1,-1,-1
44,-1,438,747,33,33,1,-1,-1,-1
45,-1,426,851,53,51,1,-1,-1,-1
45,-1,448,942,46,36,1,-1,-1,-1
46,-1,809,78,69,90,1,-1,-1,-1
46,-1,814,7,61,59,1,-1,-1,-1
47,-1,827,427,57,79,1,-1,-1,-1
47,-1,827,370,71,59,1,-1,-1,-1
47,-1,975,216,49,82,1,-1,-1,-1
48,-1,853,809,46,48,1,-1,-1,-1
48,-1,842,734,59,58,1,-1,-1,-1
48,-1,986,599,38,66,1,-1,-1,-1
49,-1,993,862,31,58,1,-1,-1,-1
49,-1,408,0,64,23,1,-1,-1,-1
50,-1,407,178,91,76,1,-1,-1,-1
50,-1,433,67,92,60,1,-1,-1,-1
51,-1,425,425,92,62,1,-1,-1,-1
51,-1,456,311,84,68,1,-1,-1,-1
52,-1,443,652,80,63,1,-1,-1,-1
52,-1,474,561,86,76,1,-1,-1,-1
52,-1,941,9,51,66,1,-1,-1,-1
53,-1,464,868,62,67,1,-1,-1,-1
53,-1,488,785,90,70,1,-1,-1,-1
53,-1,973,330,45,52,1,-1,-1,-1
53,-1,936,79,74,93,1,-1,-1,-1
53,-1,864,0,63,47,1,-1,-1,-1
54,-1,994,647,30,49,1,-1,-1,-1
54,-1,948,412,75,85,1,-1,-1,-1
54,-1,881,278,70,75,1,-1,-1,-1
54,-1,788,16,66,73,1,-1,-1,-1
55,-1,951,721,72,77,1,-1,-1,-1
55,-1,892,588,63,68,1,-1,-1,-1
55,-1,810,310,57,87,1,-1,-1,-1
56,-1,894,862,69,68,1,-1,-1,-1
56,-1,822,599,60,79,1,-1,-1,-1
56,-1,459,259,65,55,1,-1,-1,-1
57,-1,473,516,77,74,1,-1,-1,-1
57,-1,830,872,56,90,1,-1,-1,-1
58,-1,484,737,82,67,1,-1,-1,-1
59,-1,507,948,74,50,1,-1,-1,-1
59,-1,520,212,72,103,1,-1,-1,-1
60,-1,540,455,81,100,1,-1,-1,-1
61,-1,560,694,95,92,1,-1,-1,-1
62,-1,581,933,78,57,1,-1,-1,-1
65,-1,808,108,84,114,1,-1,-1,-1
66,-1,815,412,92,106,1,-1,-1,-1
67,-1,822,694,98,107,1,-1,-1,-1
68,-1,851,962,67,34,1,-1,-1,-1
70,-1,911,0,57,41,1,-1,-1,-1
71,-1,922,330,65,69,1,-1,-1,-1
71,-1,875,380,40,35,1,-1,-1,-1
72,-1,872,671,60,38,1,-1,-1,-1
72,-1,984,734,40,39,1,-1,-1,-1
73,-1,886,948,44,42,1,-1,-1,-1
75,-1,602,250,49,48,1,-1,-1,-1
76,-1,937,0,63,55,1,-1,-1,-1
77,-1,940,299,69,64,1,-1,-1,-1
77,-1,629,753,52,47,1,-1,-1,-1
78,-1,973,11,44,67,1,-1,-1,-1
79,-1,991,347,33,53,1,-1,-1,-1
80,-1,985,521,38,65,1,-1,-1,-1
81,-1,997,766,27,50,1,-1,-1,-1
81,-1,611,89,32,40,1,-1,-1,-1
82,-1,620,365,42,56,1,-1,-1,-1
83,-1,633,633,41,54,1,-1,-1,-1
83,-1,707,507,48,58,1,-1,-1,-1
83,-1,845,516,58,58,1,-1,-1,-1
84,-1,643,886,40,43,1,-1,-1,-1
84,-1,713,755,70,81,1,-1,-1,-1
84,-1,844,783,70,73,1,-1,-1,-1
85,-1,746,152,41,64,1,-1,-1,-1
85,-1,801,157,38,56,1,-1,-1,-1
85,-1,583,69,53,54,1,-1,-1,-1
86,-1,755,434,42,64,1,-1,-1,-1
86,-1,580,324,71,72,1,-1,-1,-1
88,-1,911,19,30,38,1,-1,-1,-1
88,-1,667,607,10,10,1,-1,-1,-1
89,-1,928,325,41,43,1,-1,-1,-1
90,-1,805,85,81,97,1,-1,-1,-1
90,-1,940,638,30,33,1,-1,-1,-1
91,-1,813,369,81,89,1,-1,-1,-1
91,-1,946,723,78,86,1,-1,-1,-1
92,-1,827,619,79,94,1,-1,-1,-1
93,-1,834,874,67,80,1,-1,-1,-1
96,-1,865,154,33,33,1,-1,-1,-1
96,-1,812,93,32,39,1,-1,-1,-1
97,-1,819,118,60,65,1,-1,-1,-1
97,-1,901,79,35,38,1,-1,-1,-1
97,-1,949,0,75,52,1,-1,-1,-1
97,-1,876,422,38,44,1,-1,-1,-1
97,-1,819,359,42,47,1,-1,-1,-1
